league,season,game,team,player,league_id,season_id,game_id,date,shot_id,team_id,player_id,assist_player_id,assist_player,xg,location_x,location_y,minute,body_part,situation,result
FRA-Ligue 1,2021,2021-02-03 Monaco-Nice,Monaco,Wissam Ben Yedder,5,2020,15980,2021-02-03 20:00:00,402749,171,3210,,,0.7600290179252625,0.885,0.5,27,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-02-07 Montpellier-Dijon,Dijon,Moussa Konate,5,2020,15986,2021-02-07 14:00:00,403643,181,4670,,,0.7600950002670288,0.885,0.5,87,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-02-13 Reims-Lens,Lens,Gaël Kakuta,5,2020,16004,2021-02-13 18:00:00,404464,210,2549,,,0.7600290179252625,0.885,0.5,44,Left Foot,Penalty,Missed Shot
FRA-Ligue 1,2021,2021-02-14 Angers-Nantes,Angers,Thomas Mangani,5,2020,15996,2021-02-14 14:00:00,404772,167,3490,,,0.7598959803581238,0.885,0.5,32,Left Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-02-14 Angers-Nantes,Nantes,Imran Louza,5,2020,15996,2021-02-14 14:00:00,404770,168,7278,,,0.7600950002670288,0.885,0.5,6,Left Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-02-14 Monaco-Lorient,Lorient,Terem Igobor Moffi,5,2020,16002,2021-02-14 12:00:00,404611,179,8997,,,0.7600950002670288,0.885,0.5,6,Left Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-02-14 Monaco-Lorient,Monaco,Wissam Ben Yedder,5,2020,16002,2021-02-14 12:00:00,404622,171,3210,,,0.7600950002670288,0.885,0.5,47,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-02-19 Brest-Lyon,Lyon,Memphis Depay,5,2020,16006,2021-02-19 20:00:00,405349,178,555,,,0.7600950002670288,0.885,0.5,43,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-02-21 Montpellier-Rennes,Montpellier,Téji Savanier,5,2020,16009,2021-02-21 12:00:00,405850,166,6863,,,0.7600950002670288,0.885,0.5,50,Right Foot,Penalty,Missed Shot
FRA-Ligue 1,2021,2021-02-21 Nice-Metz,Nice,Amine Gouiri,5,2020,16011,2021-02-21 14:00:00,405971,170,6401,,,0.7600950002670288,0.885,0.5,60,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-02-24 Nimes-Lorient,Nimes,Renaud Ripart,5,2020,15961,2021-02-24 20:00:00,406412,235,6864,,,0.7600950002670288,0.885,0.5,87,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-02-26 Rennes-Nice,Nice,Amine Gouiri,5,2020,16024,2021-02-26 20:00:00,406482,170,6401,,,0.7598959803581238,0.885,0.5,18,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-02-27 Dijon-Paris Saint Germain,Paris Saint Germain,Kylian Mbappe-Lottin,5,2020,16018,2021-02-27 16:00:00,406811,161,3423,,,0.7600290179252625,0.885,0.5,31,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-02-28 Angers-Lens,Angers,Thomas Mangani,5,2020,16016,2021-02-28 14:00:00,407329,167,3490,,,0.7600950002670288,0.885,0.5,9,Left Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-02-28 Marseille-Lyon,Marseille,Arkadiusz Milik,5,2020,16025,2021-02-28 20:00:00,407614,164,1583,,,0.7600950002670288,0.885,0.5,43,Left Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-02-28 Monaco-Brest,Monaco,Wissam Ben Yedder,5,2020,16021,2021-02-28 12:00:00,407101,171,3210,,,0.7600950002670288,0.885,0.5,29,Right Foot,Penalty,Saved Shot
FRA-Ligue 1,2021,2021-03-03 Lille-Marseille,Lille,Timothy Weah,5,2020,16028,2021-03-03 20:00:00,408091,160,6601,,,0.0881310030817985,0.8769999694824219,0.499000015258789,4,Right Foot,Penalty,Blocked Shot
FRA-Ligue 1,2021,2021-03-03 Metz-Angers,Angers,Angelo Fulgini,5,2020,16030,2021-03-03 18:00:00,407884,167,6019,,,0.7600950002670288,0.885,0.5,43,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-03-03 Montpellier-Lorient,Lorient,Adrian Grbic,5,2020,16031,2021-03-03 20:00:00,408118,179,8653,,,0.7600950002670288,0.885,0.5,8,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-03-03 Saint-Etienne-Lens,Lens,Florian Sotoca,5,2020,16034,2021-03-03 18:00:00,407814,210,3348,,,0.7600950002670288,0.885,0.5,19,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-03-03 Saint-Etienne-Lens,Saint-Etienne,Denis Bouanga,5,2020,16034,2021-03-03 18:00:00,407837,175,3781,,,0.7600950002670288,0.885,0.5,94,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-03-14 Lens-Metz,Metz,Vágner,5,2020,16038,2021-03-14 14:00:00,410427,180,6407,,,0.7600950002670288,0.885,0.5,26,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-03-19 Saint-Etienne-Monaco,Monaco,Stevan Jovetic,5,2020,16054,2021-03-19 16:05:00,411185,171,1524,,,0.7600950002670288,0.885,0.5,11,Right Foot,Penalty,Shot On Post
FRA-Ligue 1,2021,2021-03-20 Metz-Rennes,Rennes,Martin Terrier,5,2020,16049,2021-03-20 12:00:00,411209,163,5611,,,0.7600950002670288,0.885,0.5,37,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-04-03 Monaco-Metz,Monaco,Cesc Fàbregas,5,2020,16063,2021-04-03 11:00:00,412176,171,686,,,0.7600950002670288,0.885,0.5,49,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-04-03 Monaco-Metz,Monaco,Wissam Ben Yedder,5,2020,16063,2021-04-03 11:00:00,412184,171,3210,,,0.7600950002670288,0.885,0.5,88,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-04-04 Bordeaux-Strasbourg,Bordeaux,Hwang Ui-Jo,5,2020,16059,2021-04-04 13:00:00,413035,176,7746,,,0.7600950002670288,0.885,0.5,46,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-04-04 Bordeaux-Strasbourg,Strasbourg,Ludovic Ajorque,5,2020,16059,2021-04-04 13:00:00,413030,225,6905,,,0.7600950002670288,0.885,0.5,29,Left Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-04-04 Nantes-Nice,Nice,Kasper Dolberg,5,2020,16064,2021-04-04 13:00:00,412970,170,8025,,,0.7599629759788513,0.885,0.5,10,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-04-04 Nimes-Saint-Etienne,Nimes,Renaud Ripart,5,2020,16065,2021-04-04 15:05:00,413212,235,6864,,,0.7600950002670288,0.885,0.5,86,Right Foot,Penalty,Saved Shot
FRA-Ligue 1,2021,2021-04-04 Reims-Rennes,Rennes,Serhou Guirassy,5,2020,16057,2021-04-04 13:00:00,413066,163,3738,,,0.7600290179252625,0.885,0.5,74,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-04-09 Metz-Lille,Metz,Aaron Leya Iseka,5,2020,16069,2021-04-09 19:00:00,413628,180,5787,,,0.7600290179252625,0.885,0.5,16,Right Foot,Penalty,Saved Shot
FRA-Ligue 1,2021,2021-04-11 Lens-Lorient,Lens,Gaël Kakuta,5,2020,16067,2021-04-11 13:00:00,414338,210,2549,,,0.7600290179252625,0.885,0.5,15,Left Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-04-11 Lens-Lorient,Lens,Simon Banza,5,2020,16067,2021-04-11 13:00:00,414362,210,8669,,,0.7600290179252625,0.885,0.5,87,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-04-11 Monaco-Dijon,Monaco,Wissam Ben Yedder,5,2020,16070,2021-04-11 15:05:00,414615,171,3210,,,0.7600950002670288,0.885,0.5,48,Right Foot,Penalty,Saved Shot
FRA-Ligue 1,2021,2021-04-11 Monaco-Dijon,Monaco,Wissam Ben Yedder,5,2020,16070,2021-04-11 15:05:00,414626,171,3210,,,0.7600950002670288,0.885,0.5,88,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-04-11 Saint-Etienne-Bordeaux,Bordeaux,Hwang Ui-Jo,5,2020,16074,2021-04-11 13:00:00,414286,176,7746,,,0.7600950002670288,0.885,0.5,8,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-04-11 Saint-Etienne-Bordeaux,Saint-Etienne,Wahbi Khazri,5,2020,16074,2021-04-11 13:00:00,414289,175,734,,,0.7600950002670288,0.885,0.5,18,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-04-11 Saint-Etienne-Bordeaux,Saint-Etienne,Wahbi Khazri,5,2020,16074,2021-04-11 13:00:00,414306,175,734,,,0.7600950002670288,0.885,0.5,70,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-04-18 Brest-Lens,Lens,Gaël Kakuta,5,2020,16084,2021-04-18 13:00:00,415702,210,2549,,,0.7600950002670288,0.885,0.5,71,Left Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-04-18 Dijon-Nice,Dijon,Yassine Benzia,5,2020,16083,2021-04-18 13:00:00,415723,181,3366,,,0.7600950002670288,0.885,0.5,76,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-04-18 Nantes-Lyon,Lyon,Memphis Depay,5,2020,16079,2021-04-18 19:00:00,416044,178,555,,,0.7600950002670288,0.885,0.5,36,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-04-18 Nimes-Strasbourg,Nimes,Renaud Ripart,5,2020,16078,2021-04-18 13:00:00,415733,235,6864,,,0.7600950002670288,0.885,0.5,54,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-04-18 Nimes-Strasbourg,Strasbourg,Dmitri Lienard,5,2020,16078,2021-04-18 13:00:00,415736,225,5978,,,0.7600950002670288,0.885,0.5,81,Left Foot,Penalty,Saved Shot
FRA-Ligue 1,2021,2021-04-18 Paris Saint Germain-Saint-Etienne,Paris Saint Germain,Kylian Mbappe-Lottin,5,2020,16077,2021-04-18 11:00:00,415572,161,3423,,,0.7600950002670288,0.885,0.5,86,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-04-24 Metz-Paris Saint Germain,Paris Saint Germain,Mauro Icardi,5,2020,16088,2021-04-24 15:00:00,417295,161,1513,,,0.7599629759788513,0.885,0.5,88,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-04-25 Lens-Nimes,Nimes,Zinedine Ferhat,5,2020,16094,2021-04-25 13:00:00,417693,235,7773,,,0.7600950002670288,0.885,0.5,51,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-04-25 Rennes-Dijon,Dijon,Yassine Benzia,5,2020,16091,2021-04-25 13:00:00,417728,181,3366,,,0.7600950002670288,0.885,0.5,8,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-05-02 Bordeaux-Rennes,Bordeaux,Sékou Mara,5,2020,16105,2021-05-02 11:00:00,418905,176,8970,467343.0,Hwang Ui-Jo,0.0967490971088409,0.875,0.5029999923706054,10,Left Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-05-02 Brest-Nantes,Nantes,Kalifa Coulibaly,5,2020,16096,2021-05-02 13:00:00,419067,168,6232,,,0.7600950002670288,0.885,0.5,61,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-05-02 Lorient-Angers,Lorient,Yoane Wissa,5,2020,16099,2021-05-02 13:00:00,419014,179,5786,,,0.7600950002670288,0.885,0.5,43,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-05-02 Monaco-Lyon,Monaco,Wissam Ben Yedder,5,2020,16101,2021-05-02 19:00:00,419408,171,3210,,,0.7600950002670288,0.885,0.5,85,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-05-07 Lens-Lille,Lille,Burak Yilmaz,5,2020,16107,2021-05-07 19:00:00,419758,160,8637,,,0.7600950002670288,0.885,0.5,3,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-05-08 Lyon-Lorient,Lyon,Bruno Guimarães,5,2020,16108,2021-05-08 15:00:00,420148,178,8327,,,0.7600950002670288,0.885,0.5,70,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-05-08 Nantes-Bordeaux,Nantes,Imran Louza,5,2020,16110,2021-05-08 11:00:00,419788,168,7278,,,0.7600950002670288,0.885,0.5,50,Left Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-05-09 Metz-Nimes,Nimes,Renaud Ripart,5,2020,16109,2021-05-09 13:00:00,420570,235,6864,,,0.7600950002670288,0.885,0.5,66,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-05-09 Rennes-Paris Saint Germain,Paris Saint Germain,Neymar,5,2020,16113,2021-05-09 19:00:00,420933,161,2099,,,0.7600950002670288,0.885,0.5,50,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-05-16 Bordeaux-Lens,Bordeaux,Hwang Ui-Jo,5,2020,16116,2021-05-16 19:00:00,422851,176,7746,,,0.7600950002670288,0.885,0.5,31,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-05-16 Lorient-Metz,Lorient,Yoane Wissa,5,2020,16119,2021-05-16 19:00:00,422898,179,5786,,,0.7600950002670288,0.885,0.5,30,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-05-16 Marseille-Angers,Marseille,Arkadiusz Milik,5,2020,16120,2021-05-16 19:00:00,422933,164,1583,,,0.7600950002670288,0.885,0.5,94,Left Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-05-16 Paris Saint Germain-Reims,Paris Saint Germain,Neymar,5,2020,16125,2021-05-16 19:00:00,423031,161,2099,,,0.7600950002670288,0.885,0.5,12,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-05-23 Angers-Lille,Lille,Burak Yilmaz,5,2020,16126,2021-05-23 19:00:00,424396,160,8637,,,0.7600950002670288,0.885,0.5,45,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-05-23 Brest-Paris Saint Germain,Paris Saint Germain,Neymar,5,2020,16127,2021-05-23 19:00:00,424406,161,2099,,,0.7600950002670288,0.885,0.5,18,Right Foot,Penalty,Missed Shot
FRA-Ligue 1,2021,2021-05-23 Metz-Marseille,Marseille,Arkadiusz Milik,5,2020,16130,2021-05-23 19:00:00,424488,164,1583,,,0.7600950002670288,0.885,0.5,103,Left Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-05-23 Metz-Marseille,Metz,Farid Boulaya,5,2020,16130,2021-05-23 19:00:00,424487,180,5757,,,0.7600950002670288,0.885,0.5,96,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2021-05-23 Nantes-Montpellier,Montpellier,Andy Delort,5,2020,16131,2021-05-23 19:00:00,424494,166,3530,,,0.7600950002670288,0.885,0.5,29,Right Foot,Penalty,Saved Shot
FRA-Ligue 1,2021,2021-05-23 Saint-Etienne-Dijon,Dijon,Moussa Konate,5,2020,16134,2021-05-23 19:00:00,424578,181,4670,,,0.7600950002670288,0.885,0.5,76,Right Foot,Penalty,Shot On Post
FRA-Ligue 1,2021,2020-08-23 Lorient-Strasbourg,Lorient,Adrian Grbic,5,2020,13980,2020-08-23 13:00:00,375715,179,8653,,,0.7600290179252625,0.885,0.5,59,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-08-23 Nice-Lens,Lens,Gaël Kakuta,5,2020,13984,2020-08-23 15:00:00,375770,210,2549,,,0.7600950002670288,0.885,0.5,10,Left Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-08-28 Lyon-Dijon,Lyon,Memphis Depay,5,2020,13990,2020-08-28 19:00:00,376058,178,555,,,0.7600950002670288,0.885,0.5,38,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-08-28 Lyon-Dijon,Lyon,Memphis Depay,5,2020,13990,2020-08-28 19:00:00,376073,178,555,,,0.7600950002670288,0.885,0.5,65,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-08-29 Strasbourg-Nice,Nice,Kasper Dolberg,5,2020,13996,2020-08-29 19:00:00,376148,170,8025,,,0.7600950002670288,0.885,0.5,36,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-08-30 Nantes-Nimes,Nantes,Imran Louza,5,2020,13992,2020-08-30 13:00:00,376227,168,7278,,,0.7600290179252625,0.885,0.5,26,Left Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-09-12 Saint-Etienne-Strasbourg,Saint-Etienne,Denis Bouanga,5,2020,14193,2020-09-12 19:00:00,376704,175,3781,,,0.7600950002670288,0.885,0.5,56,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-09-13 Angers-Reims,Angers,Stéphane Bahoken,5,2020,14197,2020-09-13 13:00:00,376819,167,5980,,,0.7600950002670288,0.885,0.5,43,Right Foot,Penalty,Saved Shot
FRA-Ligue 1,2021,2020-09-13 Lorient-Lens,Lens,Gaël Kakuta,5,2020,14195,2020-09-13 13:00:00,376860,210,2549,,,0.7600950002670288,0.885,0.5,30,Left Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-09-13 Lorient-Lens,Lorient,Yoane Wissa,5,2020,14195,2020-09-13 13:00:00,376871,179,5786,,,0.7600950002670288,0.885,0.5,92,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-09-15 Montpellier-Lyon,Lyon,Memphis Depay,5,2020,14201,2020-09-15 19:00:00,377188,178,555,,,0.7600950002670288,0.885,0.5,81,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-09-15 Montpellier-Lyon,Montpellier,Téji Savanier,5,2020,14201,2020-09-15 19:00:00,377175,166,6863,,,0.7600950002670288,0.885,0.5,37,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-09-19 Lens-Bordeaux,Lens,Gaël Kakuta,5,2020,14205,2020-09-19 15:00:00,377589,210,2549,,,0.7600950002670288,0.885,0.5,58,Left Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-09-19 Rennes-Monaco,Monaco,Wissam Ben Yedder,5,2020,14206,2020-09-19 19:00:00,377716,171,3210,416035.0,Ruben Aguilar,0.0796255990862846,0.875,0.499000015258789,6,Right Foot,Penalty,Blocked Shot
FRA-Ligue 1,2021,2020-09-20 Metz-Reims,Reims,Boulaye Dia,5,2020,14209,2020-09-20 13:00:00,378011,177,7224,,,0.7600950002670288,0.885,0.5,42,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-09-20 Nice-Paris Saint Germain,Paris Saint Germain,Kylian Mbappe-Lottin,5,2020,14207,2020-09-20 11:00:00,377909,161,3423,,,0.7600950002670288,0.885,0.5,37,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-09-25 Lille-Nantes,Lille,Burak Yilmaz,5,2020,14214,2020-09-25 19:00:00,378595,160,8637,,,0.7600950002670288,0.885,0.5,86,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-09-27 Angers-Brest,Brest,Steve Mounie,5,2020,14219,2020-09-27 13:00:00,379327,241,3800,,,0.7600950002670288,0.885,0.5,2,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-09-27 Dijon-Montpellier,Montpellier,Téji Savanier,5,2020,14218,2020-09-27 13:00:00,379495,166,6863,,,0.7600950002670288,0.885,0.5,89,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-09-27 Monaco-Strasbourg,Strasbourg,Ludovic Ajorque,5,2020,14220,2020-09-27 13:00:00,379395,225,6905,,,0.7600950002670288,0.885,0.5,69,Left Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-10-03 Lens-Saint-Etienne,Lens,Gaël Kakuta,5,2020,15807,2020-10-03 15:00:00,380638,210,2549,,,0.7600290179252625,0.885,0.5,14,Left Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-10-03 Nice-Nantes,Nantes,Imran Louza,5,2020,15808,2020-10-03 19:00:00,380859,168,7278,,,0.7600950002670288,0.885,0.5,50,Left Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-10-04 Lyon-Marseille,Lyon,Houssem Aouar,5,2020,15815,2020-10-04 19:00:00,381553,178,5733,,,0.7600950002670288,0.885,0.5,27,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-10-04 Metz-Lorient,Metz,Ibrahima Niane,5,2020,15810,2020-10-04 13:00:00,381138,180,5988,,,0.7600950002670288,0.885,0.5,43,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-10-17 Marseille-Bordeaux,Marseille,Florian Thauvin,5,2020,15819,2020-10-17 19:00:00,382221,164,942,,,0.7600290179252625,0.885,0.5,13,Left Foot,Penalty,Saved Shot
FRA-Ligue 1,2021,2020-10-17 Reims-Lorient,Lorient,Yoane Wissa,5,2020,15823,2020-10-17 15:00:00,381947,179,5786,,,0.7600950002670288,0.885,0.5,64,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-10-18 Angers-Metz,Angers,Thomas Mangani,5,2020,15816,2020-10-18 13:00:00,382494,167,3490,,,0.7600290179252625,0.885,0.5,37,Left Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-10-18 Monaco-Montpellier,Monaco,Wissam Ben Yedder,5,2020,15820,2020-10-18 13:00:00,382480,171,3210,,,0.7600950002670288,0.885,0.5,69,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-10-25 Bordeaux-Nimes,Bordeaux,Jimmy Briand,5,2020,15826,2020-10-25 14:00:00,383877,176,3477,,,0.7600950002670288,0.885,0.5,79,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-10-25 Brest-Strasbourg,Strasbourg,Kenny Lala,5,2020,15833,2020-10-25 14:00:00,383795,225,5975,,,0.7600950002670288,0.885,0.5,39,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-10-25 Lyon-Monaco,Lyon,Houssem Aouar,5,2020,15827,2020-10-25 20:00:00,384137,178,5733,,,0.7600950002670288,0.885,0.5,40,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-10-25 Lyon-Monaco,Monaco,Wissam Ben Yedder,5,2020,15827,2020-10-25 20:00:00,384139,171,3210,,,0.7600950002670288,0.885,0.5,47,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-10-25 Montpellier-Reims,Reims,Boulaye Dia,5,2020,15829,2020-10-25 14:00:00,383812,177,7224,,,0.7600950002670288,0.885,0.5,8,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-10-25 Montpellier-Reims,Reims,Boulaye Dia,5,2020,15829,2020-10-25 14:00:00,383828,177,7224,,,0.7600950002670288,0.885,0.5,55,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-10-31 Nantes-Paris Saint Germain,Nantes,Abdoul Kader Bamba,5,2020,15839,2020-10-31 20:00:00,384857,168,7760,,,0.7600950002670288,0.885,0.5,69,Right Foot,Penalty,Saved Shot
FRA-Ligue 1,2021,2020-10-31 Nantes-Paris Saint Germain,Paris Saint Germain,Kylian Mbappe-Lottin,5,2020,15839,2020-10-31 20:00:00,384856,161,3423,,,0.7600950002670288,0.885,0.5,64,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-11-01 Angers-Nice,Nice,Pierre Lees-Melou,5,2020,15836,2020-11-01 14:00:00,385053,170,5619,,,0.7600950002670288,0.885,0.5,22,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-11-01 Dijon-Lorient,Lorient,Yoane Wissa,5,2020,15837,2020-11-01 14:00:00,385078,179,5786,,,0.7600950002670288,0.885,0.5,56,Right Foot,Penalty,Shot On Post
FRA-Ligue 1,2021,2020-11-01 Monaco-Bordeaux,Monaco,Wissam Ben Yedder,5,2020,15838,2020-11-01 16:00:00,385263,171,3210,,,0.7600950002670288,0.885,0.5,27,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-11-01 Reims-Strasbourg,Strasbourg,Ludovic Ajorque,5,2020,15841,2020-11-01 14:00:00,385122,225,6905,,,0.7600950002670288,0.885,0.5,29,Left Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-11-08 Brest-Lille,Lille,Burak Yilmaz,5,2020,15852,2020-11-08 12:00:00,386384,160,8637,,,0.7600950002670288,0.885,0.5,47,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-11-08 Lyon-Saint-Etienne,Saint-Etienne,Denis Bouanga,5,2020,15855,2020-11-08 20:00:00,386994,175,3781,,,0.7600950002670288,0.885,0.5,87,Right Foot,Penalty,Missed Shot
FRA-Ligue 1,2021,2020-11-08 Metz-Dijon,Dijon,Mounir Chouiar,5,2020,15851,2020-11-08 14:00:00,386482,181,8023,,,0.7600950002670288,0.885,0.5,29,Right Foot,Penalty,Saved Shot
FRA-Ligue 1,2021,2020-11-08 Metz-Dijon,Metz,Opa Nguette,5,2020,15851,2020-11-08 14:00:00,386478,180,5676,,,0.7600950002670288,0.885,0.5,6,Right Foot,Penalty,Saved Shot
FRA-Ligue 1,2021,2020-11-08 Nimes-Angers,Angers,Lois Diony,5,2020,15850,2020-11-08 14:00:00,386593,167,5623,,,0.7600950002670288,0.885,0.5,81,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-11-20 Monaco-Paris Saint Germain,Monaco,Cesc Fàbregas,5,2020,15861,2020-11-20 20:00:00,387112,171,686,,,0.7600950002670288,0.885,0.5,83,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-11-20 Monaco-Paris Saint Germain,Paris Saint Germain,Kylian Mbappe-Lottin,5,2020,15861,2020-11-20 20:00:00,387097,161,3423,,,0.7600950002670288,0.885,0.5,36,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-11-22 Montpellier-Strasbourg,Strasbourg,Habib Diallo,5,2020,15862,2020-11-22 14:00:00,387907,225,5769,,,0.7600950002670288,0.885,0.5,25,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-11-22 Montpellier-Strasbourg,Strasbourg,Kenny Lala,5,2020,15862,2020-11-22 14:00:00,387905,225,5975,,,0.7600950002670288,0.885,0.5,21,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-11-22 Nantes-Metz,Metz,Aaron Leya Iseka,5,2020,15863,2020-11-22 12:00:00,387729,180,5787,,,0.7600950002670288,0.885,0.5,48,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-11-22 Reims-Nimes,Nimes,Renaud Ripart,5,2020,15864,2020-11-22 14:00:00,387940,235,6864,,,0.7600950002670288,0.885,0.5,61,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-11-25 Lens-Nantes,Nantes,Abdoulaye Touré,5,2020,15834,2020-11-25 12:00:00,388418,168,3674,,,0.7600290179252625,0.885,0.5,80,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-11-28 Marseille-Nantes,Marseille,Darío Benedetto,5,2020,15871,2020-11-28 16:00:00,388803,164,7716,,,0.7600290179252625,0.885,0.5,59,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-11-28 Paris Saint Germain-Bordeaux,Paris Saint Germain,Neymar,5,2020,15874,2020-11-28 20:00:00,388987,161,2099,,,0.7600950002670288,0.885,0.5,26,Right Foot,Penalty,Goal
FRA-Ligue 1,2021,2020-11-29 Lorient-Montpellier,Montpellier,Téji Savanier,5,2020,15868,2020-11-29 14:00:00,389355,166,6863,,,0.7600290179252625,0.885,0.5,47,Right Foot,Penalty,Missed Shot
FRA-Ligue 1,2021,2020-11-29 Nice-Dijon,Nice,Amine Gouiri,5,2020,15873,2020-11-29 16:00:00,389499,170,6401,,,0.7600950002670288,0.885,0.5,79,Right Foot,Penalty,Goal
